index,cntry_name,cntry_iso,catalog_id,id_number,latitude,longitude,flr_volume,avg_temp,ellip,dtc_freq,clr_obs,flr_type,queue
5728,United States,USA,USA_UPS_2015_89.0837W_31.7718N_v0.2,3361,31.771783,-89.083732,0.002295361,1937.63,1.6015,19.6911,259,upstream,True
5729,United States,USA,USA_UPS_2015_103.6398W_31.9643N_v0.2,1492,31.964262,-103.63982,0.002294427,1871.59,1.6015,5.55556,288,upstream,True
5730,Spain,ESP,ESP_DNS_2015_08.4563W_43.3450N_v0.2,4094,43.34498,-8.456321,0.002292088,1798.04,1.6015,10.7143,308,refinery,True
5731,Russian Federation,RUS,RUS_UPS_2016_55.0418E_52.0478N_v0.2,5746,52.047799,55.041821,0.002291251,1782.73,1.5237,21.0884,294,upstream,True
5732,Saudi Arabia,SAU,SAU_UPS_2019_49.2213E_24.8291N_v0.2,6356,24.829068,49.2213,0.002290553,1745.33,1.6015,2.93333,375,upstream,True
5733,Algeria,DZA,DZA_UPS_2015_06.1691E_31.7273N_v0.2,4547,31.727299,6.169052,0.002289138,1727.45,1.6015,5.0,400,upstream,True
5734,United States,USA,USA_UPS_2015_110.3420W_41.7763N_v0.2,264,41.776294,-110.341999,0.002287817,1713.72,1.6015,15.1724,290,upstream,True
5735,Russian Federation,RUS,RUS_UPS_2018_83.1501E_67.3007N_v0.2,7583,67.300743,83.150108,0.0022873,1835.49,1.6015,12.0879,364,upstream,True
5736,Russian Federation,RUS,RUS_UPS_2016_97.4437E_60.8793N_v0.2,8164,60.879275,97.443733,0.002286502,1529.95,1.6015,9.20245,326,upstream,True
5737,United States,USA,USA_UPS_2015_102.0759W_31.9105N_v0.2,2095,31.910452,-102.075873,0.002282252,1841.36,1.6015,6.64557,316,upstream,True
5738,United States,USA,USA_UPS_2017_102.0414W_32.1674N_v0.2,2112,32.167411,-102.041351,0.00228084,1931.15,1.33558,10.1695,295,upstream,True
5739,United States,USA,USA_UPS_2019_102.5938W_47.7449N_v0.2,872,47.74487,-102.593778,0.002280156,1865.37,2.8476,4.34783,299,upstream,True
5740,Canada,CAN,CAN_UPS_2015_102.0315W_49.5961N_v0.2,976,49.596128,-102.031504,0.002280041,1877.78,1.6015,19.1824,318,upstream,True
5741,Pakistan,PAK,PAK_UPS_2015_68.4402E_25.1351N_v0.2,7906,25.135147,68.440227,0.002275374,1770.99,1.26775,19.0058,342,upstream,True
5742,United States,USA,USA_UPS_2016_101.6435W_31.5582N_v0.2,2295,31.558183,-101.643525,0.002273129,1816.83,1.79854,2.66667,300,upstream,True
5743,United States,USA,USA_UPS_2015_102.6914W_32.1359N_v0.2,1967,32.135873,-102.69141,0.002271632,1885.27,1.6015,6.62252,302,upstream,True
5744,United States,USA,USA_UPS_2015_99.0402W_28.5694N_v0.2,2594,28.569429,-99.040225,0.002270772,1908.92,1.6015,12.1849,238,upstream,True
5745,Canada,CAN,CAN_UPS_2019_118.3235W_54.8628N_v0.2,156,54.86283,-118.323512,0.002270525,1976.67,1.6015,5.79268,328,upstream,True
5746,Egypt,EGY,EGY_UPS_2015_28.8596E_30.8748N_v0.2,4855,30.874786,28.859625,0.0022668,1754.67,1.6015,24.6411,418,upstream,True
5747,Russian Federation,RUS,RUS_UPS_2015_73.3479E_61.7724N_v0.2,7156,61.772383,73.347871,0.002263894,1756.07,1.13027,17.6471,306,upstream,True
5748,Iran,IRN,IRN_UPS_2018_60.7353E_36.5640N_v0.2,7828,36.563998,60.735303,0.002263574,1801.44,1.6015,18.3844,359,upstream,True
5749,United States,USA,USA_UPS_2017_99.0738W_28.5705N_v0.2,2589,28.570536,-99.07379,0.002261264,1869.39,1.6015,9.50413,242,upstream,True
5750,Oman,OMN,OMN_UPS_2016_55.7271E_20.2535N_v0.2,6863,20.253511,55.727052,0.002260718,1696.0,1.6015,4.18994,358,upstream,True
5751,Russian Federation,RUS,RUS_UPG_2015_52.4098E_51.6709N_v0.2,5644,51.670871,52.409824,0.002260466,1889.05,1.6015,22.1122,303,gas,True
5752,Germany,DEU,DEU_DNS_2015_07.0102E_50.8192N_v0.2,4356,50.819183,7.010181,0.002260422,1775.32,1.6015,8.30325,277,refinery,True
5753,United States,USA,USA_UPS_2015_97.3097W_29.2742N_v0.2,2900,29.274231,-97.309687,0.002259532,1906.57,1.27388,15.2,250,upstream,True
5754,Russian Federation,RUS,RUS_UPS_2019_106.7131E_58.1736N_v0.2,8209,58.173572,106.713087,0.002257783,1601.81,1.6015,3.44828,348,upstream,True
5755,Russian Federation,RUS,RUS_UPS_2015_76.2614E_59.1711N_v0.2,7300,59.171054,76.261435,0.00225498,1790.57,1.6015,17.7536,276,upstream,True
5756,Saudi Arabia,SAU,SAU_UPS_2019_49.1329E_24.1462N_v0.2,6328,24.146169,49.132937,0.002252188,1733.91,1.6015,3.3241,361,upstream,True
5757,United States,USA,USA_UPS_2019_103.6298W_31.1205N_v0.2,1508,31.120458,-103.629757,0.002251569,1858.35,1.6015,16.4234,274,upstream,True
5758,Saudi Arabia,SAU,SAU_DNS_2015_49.5549E_27.0658N_v0.2,6424,27.065769,49.554921,0.00225097,1713.91,1.6015,15.1862,349,refinery,True
5759,United States,USA,USA_UPS_2015_98.3108W_28.5639N_v0.2,2689,28.56395,-98.310776,0.002250321,1858.19,1.6015,13.5246,244,upstream,True
5760,Brazil,BRA,BRA_DNS_2015_46.3689W_23.9209S_v0.2,3990,-23.920893,-46.368949,0.002249717,1889.59,1.6015,12.2905,179,refinery,True
5761,Russian Federation,RUS,RUS_UPS_2019_77.2920E_66.3960N_v0.2,7398,66.395992,77.291961,0.002245017,1572.8,1.6015,2.98103,369,upstream,True
5762,United States,USA,USA_UPS_2019_103.4670W_31.0167N_v0.2,1676,31.016665,-103.467017,0.002244187,1757.88,1.6015,12.6316,285,upstream,True
5763,China,CHN,CHN_UPS_2015_83.2879E_41.6774N_v0.2,7734,41.677429,83.287929,0.002243321,1762.7,1.6015,11.1455,323,upstream,True
5764,Russian Federation,RUS,RUS_UPS_2015_54.5691E_55.7867N_v0.2,5728,55.786721,54.569062,0.002242998,1905.36,1.6015,17.3745,259,upstream,True
5765,United States,USA,USA_UPS_2019_103.4448W_32.2078N_v0.2,1694,32.207773,-103.444813,0.002242628,1814.87,1.6015,9.41558,308,upstream,True
5766,United States,USA,USA_UPS_2016_103.5843W_32.3498N_v0.2,1553,32.349753,-103.584256,0.002241254,1827.16,1.6015,7.39437,284,upstream,True
5767,Russian Federation,RUS,RUS_DNG_2015_68.4585E_58.2217N_v0.2,7025,58.221652,68.458548,0.00224023,1776.94,0.725024,17.4825,286,gpp,True
5768,Russian Federation,RUS,RUS_DNS_2015_86.1437E_56.1263N_v0.2,7794,56.126344,86.143664,0.002239317,1886.15,1.6015,19.1126,293,refinery,True
5769,Kazakhstan,KAZ,KAZ_UPS_2018_51.9268E_47.0596N_v0.2,5623,47.059557,51.92681,0.002238592,1807.0,1.6015,18.5596,361,upstream,True
5770,China,CHN,CHN_UPS_2019_108.2058E_38.2636N_v0.2,8548,38.263635,108.205758,0.002237811,1544.75,1.6015,8.33333,288,upstream,True
5771,Saudi Arabia,SAU,SAU_UPS_2015_49.1521E_25.0005N_v0.2,6335,25.000479,49.152075,0.002237051,1838.36,3.32861,12.9834,362,upstream,True
5772,India,IND,IND_UPS_2019_95.3607E_27.5627N_v0.2,8411,27.562693,95.360658,0.002235574,1663.85,1.6015,14.2045,176,upstream,True
5773,Uzbekistan,UZB,UZB_UPS_2015_64.6584E_38.7851N_v0.2,7861,38.785058,64.65844,0.002234101,1784.11,1.77361,18.5864,382,upstream,True
5774,United States,USA,USA_UPS_2018_101.8756W_32.3593N_v0.2,2192,32.359293,-101.875564,0.002232792,1879.02,1.58261,7.71704,311,upstream,True
5775,China,CHN,CHN_UPS_2015_83.5587E_41.5482N_v0.2,7755,41.548227,83.558701,0.002232284,1769.6,1.6015,13.2203,295,upstream,True
5776,United States,USA,USA_UPS_2016_99.4693W_28.5290N_v0.2,2521,28.52897,-99.469269,0.002230564,1830.2,1.6015,4.26357,258,upstream,True
5777,Venezuela,VEN,VEN_UPS_2015_63.7413W_9.6663N_v0.2,3555,9.666307,-63.741337,0.002227226,1962.26,1.6015,11.0092,218,upstream,True
5778,United States,USA,USA_UPS_2016_103.9583W_31.9685N_v0.2,1249,31.968451,-103.958275,0.002221024,1901.38,1.78504,12.9371,286,upstream,True
5779,Syria,SYR,SYR_UPS_2015_41.9746E_37.0129N_v0.2,5964,37.012871,41.974579,0.002219879,1845.85,1.6015,14.3266,349,upstream,True
5780,Egypt,EGY,EGY_UPS_2017_31.1902E_31.5680N_v0.2,5850,31.567976,31.19025,0.002219237,1837.11,1.60251,22.6563,384,upstream,True
5781,Kyrgyzstan,KGZ,KGZ_DNG_2015_73.8934E_42.7912N_v0.2,7649,42.791218,73.893398,0.002218987,1869.24,1.6015,6.19469,339,lng,True
5782,Libya,LBY,LBY_UPS_2015_21.0795E_29.4769N_v0.2,4755,29.476897,21.079512,0.002217528,1888.5,1.6015,21.256,414,upstream,True
5783,Canada,CAN,CAN_UPS_2015_121.5810W_59.2029N_v0.2,23,59.202862,-121.580954,0.002217276,1803.09,1.6015,19.6013,301,upstream,True
5784,China,CHN,CHN_UPS_2015_83.2915E_41.2836N_v0.2,7735,41.283595,83.291476,0.002216008,1787.62,1.6015,6.32911,316,upstream,True
5785,Russian Federation,RUS,RUS_UPG_2015_77.0297E_66.1319N_v0.2,7367,66.131901,77.029659,0.002215975,1715.13,1.6015,3.07263,358,gas,True
5786,United States,USA,USA_UPS_2015_102.6327W_31.9819N_v0.2,1981,31.98194,-102.632669,0.002215086,1797.48,1.6015,7.0,300,upstream,True
5787,United States,USA,USA_UPS_2015_103.8949W_31.8666N_v0.2,1304,31.866631,-103.894886,0.00221503,1896.41,1.6015,15.1203,291,upstream,True
5788,United States,USA,USA_UPS_2015_98.0499W_28.8054N_v0.2,2744,28.805391,-98.049872,0.00221479,1954.85,1.6015,13.0597,268,upstream,True
5789,United States,USA,USA_UPS_2017_103.4605W_32.3106N_v0.2,1682,32.310559,-103.460482,0.002213806,1872.6,1.6015,16.0,300,upstream,True
5790,Argentina,ARG,ARG_UPS_2015_69.3366W_37.8037S_v0.2,3835,-37.803701,-69.336631,0.002213639,1793.63,1.6015,13.4969,326,upstream,True
5791,Cameroon,CMR,CMR_DNG_2017_09.8376E_3.0130N_v0.2,5125,3.01303,9.837551,0.002213017,1710.65,1.6015,5.08475,59,lng,True
5792,United States,USA,USA_UPS_2016_102.1635W_31.6775N_v0.2,2049,31.677466,-102.16346,0.002211581,1880.32,1.6015,5.7047,298,upstream,True
5793,Australia,AUS,AUS_UPS_2015_149.5077E_26.2373S_v0.2,9697,-26.237264,149.507661,0.002211258,1688.25,1.6015,2.04678,342,upstream,True
5794,United States,USA,USA_UPS_2018_101.9968W_31.5930N_v0.2,2147,31.592978,-101.996829,0.002208913,1763.44,1.6015,15.9091,308,upstream,True
5795,Oman,OMN,OMN_UPS_2019_56.4994E_21.4540N_v0.2,6905,21.454022,56.499376,0.002208344,1794.0,1.6015,1.42857,350,upstream,True
5796,Mexico,MEX,MEX_UPS_2015_93.9101W_17.9718N_v0.2,3183,17.971779,-93.910054,0.002208056,1913.0,1.6015,12.3762,202,upstream,True
5797,Russian Federation,RUS,RUS_UPS_2015_79.4252E_62.1410N_v0.2,7502,62.140984,79.425207,0.002205687,1839.56,1.6015,8.74126,286,upstream,True
5798,China,CHN,CHN_UPS_2015_109.7862E_38.5654N_v0.2,8615,38.565448,109.786234,0.002204428,1826.41,1.6015,18.8791,339,upstream,True
5799,United States,USA,USA_UPS_2015_99.6300W_28.4265N_v0.2,2495,28.426466,-99.62997,0.002204352,1971.36,1.6015,12.5,248,upstream,True
5800,United States,USA,USA_UPS_2018_103.4382W_32.2411N_v0.2,1701,32.241126,-103.438172,0.002203996,1893.86,1.6015,9.699,299,upstream,True
5801,Canada,CAN,CAN_UPS_2018_102.9233W_49.4661N_v0.2,648,49.466143,-102.923348,0.002203342,1922.67,1.6015,20.4023,348,upstream,True
5802,Saudi Arabia,SAU,SAU_UPS_2015_49.4340E_25.7211N_v0.2,6406,25.721148,49.434017,0.002201777,1869.04,1.6015,13.4048,373,upstream,True
5803,China,CHN,CHN_UPS_2015_82.8434E_39.5784N_v0.2,7995,39.578394,82.843381,0.00220063,1841.0,1.6015,12.9187,209,upstream,True
5804,China,CHN,_DNS_2019_121.9633E_30.3318N_v0.2,9574,30.331772,121.963309,0.002197495,1688.13,1.6015,8.01887,212,refinery,True
5805,Gabon,GAB,GAB_UPS_2015_08.8261E_1.5085S_v0.2,5102,-1.508534,8.826089,0.002197421,1777.63,1.6015,8.0,75,upstream,True
5806,United States,USA,USA_DNS_2015_96.8728W_37.7912N_v0.2,2925,37.791151,-96.872848,0.00219699,1478.26,1.6015,14.4444,180,refinery,True
5807,Saudi Arabia,SAU,SAU_UPS_2019_49.1713E_24.0630N_v0.2,6340,24.062997,49.171301,0.002196855,1701.83,1.6015,2.89855,345,upstream,True
5808,United States,USA,USA_UPS_2015_102.9309W_48.0676N_v0.2,643,48.067577,-102.930861,0.002194266,1925.57,1.6015,13.8365,318,upstream,True
5809,United States,USA,USA_UPS_2015_98.5625W_28.3536N_v0.2,2657,28.353554,-98.562528,0.002193306,1843.55,1.6015,9.27419,248,upstream,True
5810,Iran,IRN,IRN_UPS_2015_52.2863E_27.9004N_v0.2,6655,27.900397,52.286263,0.002192839,1829.15,1.87985,14.2433,337,upstream,True
5811,United States,USA,USA_UPS_2015_103.7933W_31.8678N_v0.2,1372,31.867756,-103.793341,0.002190984,1911.47,1.99849,13.7809,283,upstream,True
5812,China,CHN,CHN_UPS_2015_83.3361E_41.6863N_v0.2,7739,41.686311,83.336055,0.002188539,1847.69,1.86662,13.0031,323,upstream,True
5813,Saudi Arabia,SAU,SAU_UPS_2015_48.0997E_23.9667N_v0.2,6244,23.966689,48.099714,0.002188381,1772.5,1.6015,2.6087,345,upstream,True
5814,United States,USA,USA_UPS_2015_103.4768W_31.5387N_v0.2,1665,31.538733,-103.476787,0.002187485,1848.5,1.6015,6.71378,283,upstream,True
5815,China,CHN,CHN_UPS_2019_109.1207E_38.2433N_v0.2,8596,38.243265,109.120732,0.002185941,1606.57,1.6015,5.80645,310,upstream,True
5816,Saudi Arabia,SAU,SAU_UPS_2015_49.1108E_24.1030N_v0.2,6323,24.103014,49.1108,0.002183561,1787.93,1.6015,4.17827,359,upstream,True
5817,Indonesia,IDN,IDN_UPS_2019_104.1364E_3.3362S_v0.2,9286,-3.336235,104.136442,0.002183071,1616.78,1.6015,12.1495,107,upstream,True
5818,China,CHN,CHN_DNS_2015_116.8393E_37.1944N_v0.2,8864,37.194374,116.839279,0.002182161,1651.96,1.6015,5.11182,313,refinery,True
5819,Russian Federation,RUS,RUS_UPS_2019_111.8466E_60.5221N_v0.2,8273,60.522141,111.846602,0.002181673,1312.47,1.6015,4.81283,374,upstream,True
5820,United States,USA,USA_UPS_2015_102.6933W_32.1027N_v0.2,1964,32.102662,-102.693319,0.002179868,1923.42,1.6015,7.59076,303,upstream,True
5821,United States,USA,USA_UPS_2019_105.3097W_42.9847N_v0.2,340,42.984715,-105.309665,0.002179431,1866.78,1.6015,14.1956,317,upstream,True
5822,Saudi Arabia,SAU,SAU_UPS_2019_49.2601E_25.2290N_v0.2,6366,25.229012,49.260116,0.002177535,1764.18,1.6015,2.77008,361,upstream,True
5823,United States,USA,USA_UPS_2015_97.8051W_29.1366N_v0.2,2800,29.136574,-97.80507,0.00217737,1919.54,1.6015,15.9836,244,upstream,True
5824,United States,USA,USA_UPS_2019_97.6610W_34.7671N_v0.2,2830,34.767098,-97.660957,0.00217543,1886.52,1.6015,11.3074,283,upstream,True
5825,United States,USA,USA_UPS_2019_78.5301W_41.5493N_v0.2,3315,41.549344,-78.530097,0.002174382,1886.35,1.6015,12.037,216,upstream,True
5826,Iran,IRN,IRN_UPS_2019_49.7790E_30.7389N_v0.2,6457,30.738878,49.779021,0.002171103,1805.53,1.6015,4.71204,382,upstream,True
5827,United States,USA,USA_UPS_2017_101.9982W_32.1238N_v0.2,2146,32.123758,-101.998242,0.00216938,1925.31,1.6015,7.45763,295,upstream,True
5828,China,CHN,CHN_UPS_2015_83.1499E_39.3520N_v0.2,7999,39.351966,83.149939,0.00216916,1803.81,1.13908,14.6552,232,upstream,True
5829,China,CHN,CHN_DNG_2019_112.2634E_31.0231N_v0.2,8728,31.023143,112.263412,0.002166536,1400.4,1.6015,11.413,184,gpp,True
5830,United States,USA,USA_UPS_2015_99.0563W_28.4048N_v0.2,2591,28.404765,-99.056306,0.002166081,1887.03,1.6015,16.25,240,upstream,True
5831,United States,USA,USA_UPS_2015_103.0458W_48.0302N_v0.2,594,48.030235,-103.045786,0.002165682,1878.41,0.949811,13.6364,308,upstream,True
5832,United States,USA,USA_UPS_2015_102.1556W_32.3142N_v0.2,2053,32.314154,-102.155646,0.00216442,1975.76,3.10877,6.41892,296,upstream,True
5833,Pakistan,PAK,PAK_UPS_2019_67.2907E_26.5654N_v0.2,7901,26.565405,67.290686,0.002163598,1528.5,1.6015,3.0303,330,upstream,True
5834,China,CHN,CHN_UPS_2015_83.0875E_40.8801N_v0.2,7720,40.880128,83.087547,0.002163489,1693.68,1.6015,12.1019,157,upstream,True
5835,United States,USA,USA_UPS_2015_102.4221W_47.6868N_v0.2,944,47.686777,-102.422095,0.00216159,1908.4,1.6015,13.0435,299,upstream,True
5836,Canada,CAN,CAN_UPS_2017_118.5370W_54.3650N_v0.2,138,54.36497,-118.537048,0.002155499,1807.26,1.6015,14.3357,286,upstream,True
5837,Canada,CAN,CAN_UPS_2015_116.7986W_54.5228N_v0.2,184,54.522786,-116.798645,0.002155417,1777.03,1.6015,13.0,300,upstream,True
5838,United States,USA,USA_UPS_2015_103.7024W_32.0506N_v0.2,1432,32.050573,-103.702397,0.002154167,1878.16,1.6015,18.1495,281,upstream,True
5839,United States,USA,USA_UPS_2015_102.2102W_32.4067N_v0.2,2034,32.406665,-102.210238,0.002152479,1862.07,1.6015,7.64331,314,upstream,True
5840,United States,USA,USA_UPS_2019_99.5044W_28.5335N_v0.2,2509,28.533461,-99.504375,0.002149139,1765.53,1.6015,6.3745,251,upstream,True
5841,United States,USA,USA_UPS_2015_103.2960W_47.9623N_v0.2,514,47.962264,-103.295977,0.002148378,1915.69,3.83733,8.06452,310,upstream,True
5842,Vietnam,VNM,VNM_UPS_2015_108.0099E_9.7932N_v0.2,9127,9.793192,108.009877,0.002147794,1829.65,1.6015,15.2866,157,upstream,True
5843,United States,USA,USA_UPS_2019_103.6548W_31.5459N_v0.2,1482,31.545909,-103.654755,0.002147325,1823.2,1.6015,3.25733,307,upstream,True
5844,United States,USA,USA_UPS_2018_96.7315W_30.5381N_v0.2,2931,30.538077,-96.731471,0.00214559,1874.55,1.6015,19.4332,247,upstream,True
5845,Canada,CAN,CAN_UPS_2015_103.6673W_49.0701N_v0.2,405,49.070111,-103.667263,0.002145329,1854.26,1.6015,7.26744,344,upstream,True
5846,Serbia,SRB,SRB_DNS_2015_20.6983E_44.8307N_v0.2,4448,44.83068,20.69827,0.002143004,1606.22,1.6015,6.84039,307,refinery,True
5847,Russian Federation,RUS,RUS_UPS_2018_72.6293E_68.0546N_v0.2,7128,68.054632,72.629304,0.002142857,1343.13,1.6015,7.42574,404,upstream,True
5848,Algeria,DZA,DZA_UPS_2019_08.8952E_28.7689N_v0.2,4611,28.768884,8.895217,0.002141116,1788.39,1.6015,4.06977,344,upstream,True
5849,China,CHN,CHN_UPS_2015_124.1489E_45.5823N_v0.2,9483,45.582349,124.148853,0.002140638,1853.53,1.70223,15.4639,388,upstream,True
5850,United States,USA,USA_UPS_2015_97.4877W_29.1487N_v0.2,2870,29.148699,-97.487715,0.002139455,1909.93,1.6015,16.3934,244,upstream,True
5851,China,CHN,CHN_UPS_2015_83.0441E_40.7763N_v0.2,7716,40.776257,83.04406,0.002139432,1758.55,1.6015,11.7155,239,upstream,True
5852,United Arab Emirates,ARE,ARE_UPS_2019_52.7164E_23.9426N_v0.2,6692,23.942572,52.716352,0.002137233,1822.38,1.6015,13.4454,357,upstream,True
5853,China,CHN,CHN_UPS_2019_108.1236E_36.0602N_v0.2,8541,36.060198,108.123619,0.002136103,1835.61,1.11848,11.2782,266,upstream,True
5854,United States,USA,USA_UPS_2019_96.9529W_30.2960N_v0.2,2924,30.295981,-96.952902,0.002131715,1816.15,1.6015,17.4797,246,upstream,True
5855,United States,USA,USA_UPS_2015_103.9080W_31.7702N_v0.2,1297,31.770192,-103.90797,0.00213096,1899.0,1.6015,15.4386,285,upstream,True
5856,Canada,CAN,CAN_UPS_2015_110.5293W_55.0710N_v0.2,259,55.070966,-110.529302,0.002129657,1807.43,1.6015,3.19767,344,upstream,True
5857,United States,USA,USA_UPS_2015_103.7674W_31.6514N_v0.2,1385,31.651435,-103.767439,0.00212892,1919.48,1.6015,8.33333,300,upstream,True
5858,Venezuela,VEN,VEN_UPS_2019_63.5956W_9.5878N_v0.2,3606,9.587844,-63.595587,0.0021257,2032.78,1.6015,10.9244,238,upstream,True
5859,Russian Federation,RUS,RUS_DNS_2016_44.6258E_48.5048N_v0.2,5481,48.504844,44.625795,0.002124297,1489.47,1.6015,11.7438,281,refinery,True
5860,United States,USA,USA_UPS_2018_101.7059W_32.4391N_v0.2,2268,32.439063,-101.705915,0.002123384,1841.71,1.16746,6.45161,310,upstream,True
5861,Russian Federation,RUS,RUS_UPS_2015_52.5525E_53.6253N_v0.2,5646,53.625346,52.552501,0.002123205,1790.03,1.6015,18.3391,289,upstream,True
5862,United States,USA,USA_DNS_2015_88.3223W_41.4122N_v0.2,3258,41.412202,-88.322335,0.002122351,1882.66,1.6015,14.7186,231,refinery,True
5863,United States,USA,USA_UPS_2019_103.3847W_30.8565N_v0.2,1736,30.856533,-103.384676,0.002121861,1823.18,1.6015,13.7255,306,upstream,True
5864,Saudi Arabia,SAU,SAU_UPS_2019_49.2054E_24.6334N_v0.2,6349,24.633396,49.205445,0.002121523,1801.42,1.6015,3.55191,366,upstream,True
5865,United States,USA,USA_UPS_2018_103.2968W_31.9096N_v0.2,1770,31.9096,-103.29684,0.002119891,1896.26,1.6015,10.0694,288,upstream,True
5866,United States,USA,USA_UPS_2015_97.9077W_29.0043N_v0.2,2775,29.00435,-97.907745,0.002119228,1889.45,1.97881,13.5802,243,upstream,True
5867,India,IND,IND_UPS_2015_95.3960E_27.3010N_v0.2,8412,27.300972,95.396045,0.002119196,1768.62,1.6015,15.8974,195,upstream,True
5868,United States,USA,USA_UPS_2018_89.1990W_31.8916N_v0.2,3357,31.891585,-89.198972,0.002118324,1916.83,1.6015,15.9696,263,upstream,True
5869,Ukraine,UKR,UKR_DNS_2015_24.2923E_49.0673N_v0.2,4465,49.067294,24.292337,0.002117781,1728.47,1.6015,11.5942,276,refinery,True
5870,Russian Federation,RUS,RUS_UPS_2019_76.8024E_66.3901N_v0.2,7339,66.390131,76.802393,0.002116228,1411.47,1.6015,10.3352,358,upstream,True
5871,Russian Federation,RUS,RUS_UPS_2017_51.6443E_53.6794N_v0.2,5606,53.679361,51.644276,0.002115215,1922.06,1.82314,16.0714,280,upstream,True
5872,Russian Federation,RUS,RUS_UPG_2015_77.1988E_65.9030N_v0.2,7387,65.903049,77.198766,0.002113175,1757.18,1.6015,14.2433,337,gas,True
5873,Iraq,IRQ,IRQ_UPS_2015_45.4459E_34.0405N_v0.2,6079,34.040486,45.445854,0.002111505,1801.21,1.26669,4.41989,362,upstream,True
5874,United States,USA,USA_UPS_2019_101.8616W_32.4861N_v0.2,2198,32.486104,-101.861562,0.002111094,1922.09,1.49478,8.21918,292,upstream,True
5875,Canada,CAN,CAN_UPS_2019_119.4432W_55.8963N_v0.2,91,55.89627,-119.443206,0.002110081,1937.27,1.6015,11.2717,346,upstream,True
5876,Netherlands,NLD,NLD_DNS_2015_04.2965E_51.8749N_v0.2,4313,51.874872,4.296529,0.002109486,1626.04,1.6015,11.8943,227,refinery,True
5877,Russian Federation,RUS,RUS_UPS_2018_96.4627E_60.3963N_v0.2,8147,60.396292,96.462685,0.002109116,1705.32,1.6015,9.85075,335,upstream,True
5878,United States,USA,USA_UPS_2015_101.9957W_31.5304N_v0.2,2152,31.530376,-101.995657,0.00210756,1856.74,1.6015,7.54098,305,upstream,True
5879,United States,USA,USA_UPS_2017_103.6886W_31.2023N_v0.2,1442,31.202324,-103.688573,0.002101337,1912.46,1.6015,9.25267,281,upstream,True
5880,United States,USA,USA_UPS_2015_102.6610W_31.5524N_v0.2,1975,31.552389,-102.660953,0.002100471,1949.41,1.6015,16.5563,302,upstream,True
5881,United States,USA,USA_UPS_2019_102.0171W_31.7931N_v0.2,2138,31.793094,-102.017139,0.002100099,1880.06,1.6015,4.18006,311,upstream,True
5882,United States,USA,USA_UPS_2015_103.2518W_48.2836N_v0.2,531,48.283624,-103.251835,0.002099561,1930.24,1.6015,12.2699,326,upstream,True
5883,United States,USA,USA_UPS_2017_103.0555W_33.1248N_v0.2,1868,33.124796,-103.055473,0.002099523,1933.97,1.5021,14.2857,287,upstream,True
5884,Malaysia,MYS,MYS_UPS_2015_104.5697E_6.4137N_v0.2,9094,6.413737,104.569702,0.002098493,1766.11,1.6015,17.3077,156,upstream,True
5885,United States,USA,USA_UPS_2015_98.5288W_28.4101N_v0.2,2661,28.410089,-98.528814,0.002098331,1840.88,1.6015,18.2927,246,upstream,True
5886,United States,USA,USA_UPS_2018_101.5473W_32.4304N_v0.2,2341,32.430419,-101.547315,0.002096732,1901.95,2.24388,9.24092,303,upstream,True
5887,Algeria,DZA,DZA_UPS_2015_06.1260E_31.8048N_v0.2,4541,31.804799,6.125993,0.002096535,1700.28,1.6015,4.41176,408,upstream,True
5888,China,CHN,CHN_UPS_2019_108.6277E_37.9297N_v0.2,8575,37.929695,108.627713,0.002095881,1754.47,1.6015,8.36502,263,upstream,True
5889,Peru,PER,PER_DNG_2015_76.2999W_13.2444S_v0.2,3797,-13.24436,-76.299946,0.002095487,1851.37,1.6015,14.1762,261,lng,True
5890,United Kingdom,GBR,GBR_DNS_2015_05.0166W_51.6839N_v0.2,4102,51.68389,-5.016649,0.002093726,1751.2,1.6015,14.2857,252,refinery,True
5891,United States,USA,USA_UPS_2017_104.1564W_32.3223N_v0.2,1106,32.32234,-104.156372,0.002090421,1876.55,1.6015,11.1111,297,upstream,True
5892,United States,USA,USA_UPS_2015_99.1123W_28.5408N_v0.2,2580,28.540792,-99.112304,0.002089972,1919.8,1.6015,12.5,240,upstream,True
5893,United States,USA,USA_UPS_2016_104.0357W_32.2431N_v0.2,1183,32.243085,-104.035685,0.002089872,1870.47,1.6015,8.74126,286,upstream,True
5894,United States,USA,USA_UPS_2015_80.7063W_39.3631N_v0.2,3417,39.363119,-80.706264,0.00208937,1603.43,1.6015,24.3802,242,upstream,True
5895,Colombia,COL,COL_UPS_2015_72.6841W_5.1087N_v0.2,3464,5.108728,-72.684067,0.002085554,1841.17,1.6015,13.0952,84,upstream,True
5896,Kuwait,KWT,KWT_UPS_2015_47.9715E_28.9231N_v0.2,6232,28.923081,47.971493,0.00208529,1841.11,1.6015,20.4604,391,upstream,True
5897,United States,USA,USA_UPS_2015_104.1181W_31.7873N_v0.2,1134,31.787324,-104.118118,0.002084835,1849.81,1.6015,9.55631,293,upstream,True
5898,China,CHN,CHN_UPS_2019_85.2782E_38.7994N_v0.2,8013,38.799393,85.278191,0.002082636,1394.42,1.6015,11.0204,245,upstream,True
5899,United States,USA,USA_UPS_2019_102.3201W_48.0215N_v0.2,962,48.021515,-102.320133,0.00208239,1967.85,1.6015,9.34256,289,upstream,True
